Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCE19,OUT017,854.048292
NCM53,OUT010,258.057422
NCN18,OUT049,1633.5403
FDF32,OUT035,3022.059542
FDF11,OUT013,3740.337898
DRI59,OUT049,3640.514504
NCG54,OUT035,2804.81566
FDM44,OUT046,1689.840348
FDT57,OUT018,2484.326172
FDV24,OUT046,2222.120816
FDI50,OUT019,603.987128
FDS09,OUT035,842.762982
NCC31,OUT027,4165.830704
FDQ07,OUT019,487.79837
FDC22,OUT017,3104.305816
FDZ56,OUT046,2774.282072
FDZ40,OUT019,187.995288
FDS46,OUT027,2570.007974
DRD24,OUT045,1807.393996
FDV45,OUT017,3347.202972
FDL26,OUT045,3492.666956
FDA56,OUT018,1631.716008
FDN27,OUT046,1646.603296
FDM20,OUT049,4909.169772
FDO16,OUT017,1883.428356
FDL03,OUT035,2817.212856
FDE58,OUT046,2104.06116
FDI02,OUT027,3506.222644
NCC55,OUT019,104.890132
FDR03,OUT018,3324.046448
FDB14,OUT017,1529.036332
FDR45,OUT013,4432.26389
NCN07,OUT017,1911.005792
FDM51,OUT019,228.509218
FDT52,OUT027,6379.96192
FDL26,OUT046,3103.380354
NCZ42,OUT046,4175.411566
DRI47,OUT019,424.886928
FDW40,OUT013,2277.022684
FDN34,OUT046,3686.188384
FDS01,OUT035,3288.406174
NCG55,OUT045,1922.384314
FDC11,OUT035,1491.884692
FDX35,OUT018,3062.986268
NCB06,OUT046,2149.874858
FDR09,OUT019,557.054886
FDC53,OUT017,1602.560626
FDY45,OUT013,4050.620672
FDA22,OUT010,443.848912
FDE02,OUT035,1895.519284
FDW21,OUT045,1519.38889
FDV34,OUT046,1118.990086
FDS59,OUT049,2113.708602
NCW17,OUT017,2669.62497
NCK54,OUT046,1860.631364
FDG17,OUT019,524.930036
FDG35,OUT017,3228.510806
FDD08,OUT010,74.210068
NCO07,OUT017,4052.118722
FDJ10,OUT010,368.35385
FDW36,OUT017,1649.58608
FDW21,OUT010,232.344226
FDY19,OUT017,2090.685238
DRE03,OUT013,748.585572
NCC55,OUT049,720.175886
FDH52,OUT010,148.313608
FDO09,OUT017,4468.58328
FDU43,OUT045,3918.652454
FDX09,OUT010,337.241016
FDH40,OUT019,225.679568
FDW58,OUT017,1813.512698
FDC47,OUT017,4754.191506
NCR41,OUT035,1165.336424
DRG49,OUT035,5480.273038
FDC52,OUT027,3924.238516
FDY13,OUT046,1230.178686
FDY35,OUT013,767.461002
FDI35,OUT017,4525.04312
NCU18,OUT049,2455.623534
FDY33,OUT018,2846.354922
FDC15,OUT027,4105.669016
FDU01,OUT049,3705.962644
NCU42,OUT046,3578.967952
NCV29,OUT018,2773.842644
NCY30,OUT017,3006.35332
FDQ46,OUT049,1879.600006
FDG58,OUT027,3422.518268
FDK33,OUT017,4501.90657
NCD07,OUT045,1106.599548
NCX29,OUT027,3995.658882
NCT42,OUT013,2045.310968
DRN59,OUT035,676.645882
FDI44,OUT035,1425.238112
FDA45,OUT049,2175.854374
FDP31,OUT045,817.86872
FDY01,OUT046,1764.523134
FDT09,OUT018,2162.305344
DRH03,OUT027,2250.011178
FDA36,OUT018,2363.496788
NCF31,OUT017,2167.07913
FDG14,OUT049,2812.798602
FDG28,OUT027,6583.590192
FDU14,OUT049,4227.217464
FDY47,OUT019,280.175298
FDI56,OUT049,1443.927118
DRD01,OUT013,937.839222
FDM22,OUT046,1231.13078
FDH33,OUT013,639.194632
DRZ24,OUT013,2065.085228
NCQ38,OUT046,1443.494348
FDO16,OUT027,2506.490654
FDU07,OUT027,3898.918142
NCB07,OUT013,2504.00722
FDU48,OUT045,1694.447684
NCM43,OUT045,2375.2415
FDR31,OUT010,348.08024
DRK49,OUT018,397.808842
NCI30,OUT010,752.160918
DRD60,OUT017,2963.256086
NCG19,OUT046,3046.887224
FDH12,OUT035,1841.795882
FDM32,OUT035,1305.327532
FDM27,OUT035,2830.708622
NCU53,OUT027,4401.20432
NCQ18,OUT046,1827.38797
FDS10,OUT013,2676.089888
FDB33,OUT027,4084.077122
FDI12,OUT013,1601.88151
NCW42,OUT013,4196.976828
NCC06,OUT018,1955.900686
FDW02,OUT017,2677.441462
NCD43,OUT017,1574.15094
FDM57,OUT018,1031.350832
FDA58,OUT017,3216.626276
FDK56,OUT046,3524.259166
FDP52,OUT045,3008.756858
FDW20,OUT018,2213.61855
FDS52,OUT049,1436.590002
NCT29,OUT018,2024.012026
NCL54,OUT013,3018.7372
FDC05,OUT045,2695.031898
FDF34,OUT035,3051.780854
FDP03,OUT027,3048.019084
FDD32,OUT010,182.822022
FDZ10,OUT045,1986.740542
FDZ40,OUT035,805.65129
FDD51,OUT018,374.366024
NCY30,OUT019,484.709058
FDP58,OUT017,3583.229072
FDV49,OUT017,4860.093654
FDY24,OUT019,145.17769
NCO55,OUT017,1773.897598
FDR13,OUT017,1792.40018
FDS51,OUT017,724.15737
FDP26,OUT045,1127.405798
NCB54,OUT027,3972.32925
FDF32,OUT017,2830.608752
FDN31,OUT018,2480.451216
DRM48,OUT017,704.742642
FDN20,OUT049,2857.14754
DRL01,OUT046,3406.83202
FDV56,OUT049,1489.12828
DRH13,OUT027,2736.457974
FDA03,OUT017,2568.949352
FDF47,OUT027,5401.522214
FDX32,OUT046,2917.382466
FDX57,OUT049,1722.49118
NCA30,OUT045,3395.520078
FDO49,OUT013,747.62682
FDL04,OUT019,230.360142
DRM48,OUT035,859.854068
FDR16,OUT013,4124.611026
NCC19,OUT018,3435.621212
NCE42,OUT045,2901.836036
FDY24,OUT017,1097.051976
FDH19,OUT049,1855.664496
FDJ46,OUT013,2461.282834
FDN45,OUT010,764.731222
FDY08,OUT035,1970.774658
FDZ37,OUT035,1460.03282
NCT30,OUT045,784.07937
DRY23,OUT018,441.92475
NCZ30,OUT018,1953.916602
FDC44,OUT018,1809.025206
FDB45,OUT035,1568.39177
FDY04,OUT013,2079.153582
FDM27,OUT046,2904.472604
FDZ43,OUT017,4567.794138
FDT39,OUT019,379.759004
NCC06,OUT019,302.586126
FDL15,OUT027,4425.73905
FDL57,OUT017,5109.555598
FDU08,OUT046,1257.66291
FDK40,OUT017,4560.543576
FDQ12,OUT010,663.676098
FDS48,OUT017,2392.172794
FDP09,OUT045,3892.652964
FDW21,OUT049,1520.574014
FDY25,OUT035,4111.28171
DRE13,OUT017,1523.543482
FDV43,OUT019,73.497662
FDD22,OUT045,1919.574638
FDM46,OUT019,282.472308
NCO30,OUT010,494.842534
FDM25,OUT046,2934.87969
NCN41,OUT049,2158.643444
FDU24,OUT045,1933.709572
FDZ50,OUT046,3082.560788
FDP45,OUT013,3214.1495
NCM54,OUT045,1733.27714
FDW10,OUT019,276.753086
FDP20,OUT017,1619.784872
FDK32,OUT046,2813.131502
FDN52,OUT049,1149.63686
FDM58,OUT045,2376.20691
FDZ46,OUT027,3433.06454
NCA18,OUT018,1462.86247
FDD35,OUT046,2238.905634
NCK31,OUT035,610.951396
FDI40,OUT027,2791.186734
FDT50,OUT019,251.046548
NCT06,OUT046,2345.64669
FDT31,OUT035,3009.94864
FDT45,OUT049,858.535784
FDT13,OUT045,3341.696806
FDO50,OUT045,1489.414574
NCU18,OUT010,408.874438
NCR54,OUT049,3414.28898
NCO18,OUT018,2615.735118
FDU09,OUT045,799.552562
FDT13,OUT018,2675.65046
FDE09,OUT046,1750.275014
NCK53,OUT019,321.801114
FDG45,OUT049,3420.700634
DRH15,OUT035,897.751404
FDO21,OUT019,734.437322
FDD14,OUT027,5636.569588
FDC09,OUT046,1335.99428
FDH45,OUT027,1012.21574
FDV32,OUT046,1295.51364
FDG12,OUT035,2252.547876
FDS32,OUT013,1708.522696
NCL55,OUT018,3661.127672
DRE01,OUT035,4651.605042
DRE15,OUT049,1305.540588
NCL42,OUT045,4107.859498
FDP31,OUT013,876.12622
FDN33,OUT018,1351.70716
FDZ59,OUT046,3083.912362
FDE45,OUT010,428.555486
FDJ07,OUT013,1776.740564
FDQ45,OUT018,2862.187646
FDM33,OUT027,4269.582318
FDO15,OUT010,191.7504
FDM46,OUT013,1791.827592
FDR03,OUT045,3456.527332
FDY49,OUT018,2029.831118
FDQ60,OUT045,1720.673546
FDW10,OUT049,3113.200904
FDO51,OUT049,695.854212
FDJ40,OUT018,1233.46108
FDS20,OUT018,2593.32429
FDU45,OUT013,1985.61534
FDV02,OUT035,2719.566628
FDN09,OUT046,3669.969496
NCM55,OUT027,4617.436186
FDN23,OUT018,2612.426092
FDY31,OUT010,439.634398
FDW03,OUT010,245.107612
FDD14,OUT046,2464.984682
FDV23,OUT017,1820.76326
DRI03,OUT045,2653.925406
FDN13,OUT035,1434.852264
FDF45,OUT027,1779.570214
FDU46,OUT035,1673.561538
FDB57,OUT049,3122.40226
FDV12,OUT049,1855.411492
FDQ58,OUT013,2587.884704
NCA18,OUT017,1367.440014
FDH52,OUT049,788.853156
FDM24,OUT018,2654.065224
NCP43,OUT027,4258.496748
NCO18,OUT019,379.745688
FDM32,OUT017,1141.420888
NCL07,OUT017,579.752008
FDK03,OUT013,5813.945366
FDP59,OUT017,1574.91661
FDQ24,OUT049,4575.57734
FDQ16,OUT018,1309.881604
FDU44,OUT013,2584.362622
FDH28,OUT010,88.032076
FDV28,OUT019,92.725966
FDM22,OUT045,881.41933
FDR56,OUT046,2826.9868
FDV39,OUT049,2538.289262
FDU37,OUT019,243.74938
FDQ11,OUT010,705.375152
FDX02,OUT045,3750.031946
NCS42,OUT018,1453.088526
FDY57,OUT027,2429.224564
FDB21,OUT049,3979.646392
FDE28,OUT017,3789.746916
FDQ55,OUT017,2890.717176
FDA48,OUT049,3758.334472
FDZ19,OUT045,2556.212598
NCC43,OUT045,2956.01884
NCV18,OUT046,2143.802762
NCA42,OUT018,3349.746328
FDY45,OUT046,3225.241728
NCC30,OUT045,2613.271658
FDM57,OUT013,1253.495002
FDL09,OUT010,516.321242
FDB09,OUT027,4004.973424
FDT44,OUT035,1555.015848
NCT06,OUT027,4123.452534
FDX26,OUT049,3704.005192
FDK32,OUT013,2659.47152
DRA12,OUT046,2272.57514
FDO46,OUT010,566.289532
FDE52,OUT013,1245.54535
NCH42,OUT045,3945.038108
FDV08,OUT035,626.864016
FDB47,OUT018,2820.39538
FDC28,OUT010,163.913302
FDD22,OUT046,2210.149732
FDS07,OUT027,3323.513808
DRI13,OUT045,3270.036752
FDG32,OUT018,3958.054498
FDU14,OUT017,3922.973496
FDD28,OUT019,141.069704
NCP41,OUT017,1404.818026
FDS08,OUT049,2383.324312
FDX47,OUT045,2234.717752
FDC53,OUT019,225.77278
FDQ19,OUT035,4208.95457
FDL14,OUT045,2565.919962
FDM33,OUT019,711.547118
FDA51,OUT045,2004.770406
FDZ27,OUT018,576.396376
FDT04,OUT046,604.040392
DRC13,OUT049,2141.97847
FDR16,OUT027,4651.491856
FDQ03,OUT027,5983.864184
FDE38,OUT035,2628.052418
DRH23,OUT027,2193.298334
FDT11,OUT019,620.805236
FDD09,OUT035,2964.860664
FDR40,OUT045,1478.182528
FDX07,OUT017,3070.330042
FDR07,OUT035,1515.806886
FDA51,OUT017,1875.49202
FDT59,OUT019,585.744208
FDF20,OUT017,3291.54875
FDR13,OUT045,1887.67616
FDY26,OUT049,4350.57023
FDW04,OUT017,1660.585096
FDK52,OUT017,4577.082048
FDN60,OUT049,3075.110486
FDM09,OUT019,461.212976
FDP46,OUT049,1475.306272
FDB50,OUT019,260.201298
NCQ29,OUT049,3494.897386
FDP16,OUT027,7414.202324
FDX33,OUT018,2231.881444
FDP07,OUT010,480.015168
FDN22,OUT046,3729.984708
FDF39,OUT049,4643.48894
FDS21,OUT017,924.62975
NCM42,OUT013,1972.805348
FDK50,OUT019,429.321156
DRF13,OUT027,3227.791742
FDH35,OUT018,1903.002876
FDP60,OUT018,1541.633268
DRJ49,OUT027,2642.799888
NCT42,OUT019,291.240894
FDE38,OUT049,2637.413566
FDI04,OUT049,3626.665864
NCH54,OUT045,2919.546316
FDT56,OUT049,696.932808
DRD15,OUT018,3007.897976
FDV58,OUT013,2419.044482
FDP21,OUT049,3693.45892
FDH05,OUT013,3618.929268
FDR10,OUT027,5016.543338
NCP06,OUT045,1846.256742
FDF33,OUT049,1727.378152
DRK37,OUT013,3781.604182
DRH49,OUT045,934.090768
FDT58,OUT013,2478.786716
FDD41,OUT018,1495.61983
FDP40,OUT018,1712.00483
FDM51,OUT027,2454.964392
FDO45,OUT010,188.22166
FDW33,OUT010,243.469744
FDY24,OUT045,946.607808
FDB10,OUT010,507.932162
FDM40,OUT035,1807.360706
NCI06,OUT017,3717.607486
FDW12,OUT019,253.450086
FDX48,OUT027,3777.309772
NCW05,OUT027,2177.505558
FDX27,OUT017,1485.905808
DRM37,OUT045,3866.273968
FDA38,OUT045,4008.994856
FDR36,OUT046,763.519466
FDZ45,OUT046,3181.818252
FDG05,OUT017,2539.248014
FDK28,OUT013,5670.944842
FDV47,OUT045,1339.176804
FDN21,OUT045,2236.55536
FDP20,OUT027,2838.085686
FDI35,OUT045,4062.44528
DRY23,OUT013,591.902858
FDA56,OUT017,2269.732174
FDB09,OUT013,1779.430396
NCO26,OUT027,3275.696052
FDQ49,OUT018,2250.577108
FDI52,OUT027,2756.625056
FDZ44,OUT027,3120.464782
FDZ09,OUT018,2631.294864
FDY03,OUT049,1598.85212
NCG42,OUT017,2275.3715
DRI13,OUT027,5750.61447
FDQ32,OUT013,2260.850402
FDW16,OUT035,1372.340302
FDU27,OUT046,835.67887
FDR28,OUT010,420.832206
FDQ49,OUT010,466.166528
FDS37,OUT046,1901.185242
FDW26,OUT018,3223.910128
FDX12,OUT018,3163.41554
NCP06,OUT013,2489.253092
FDW45,OUT010,257.03209
NCN30,OUT049,1375.869042
FDN24,OUT049,930.095968
NCL41,OUT027,1076.73176
FDR02,OUT019,225.260114
FDD09,OUT010,424.693846
FDS33,OUT010,198.481638
FDU22,OUT045,2198.032172
FDI53,OUT013,2063.940052
DRH01,OUT049,2655.64317
FDX32,OUT013,2277.055974
NCP30,OUT018,532.699922
FDB60,OUT045,2990.713678
FDB14,OUT049,1533.483876
NCP02,OUT035,798.141066
FDJ10,OUT017,1802.180782
FDG34,OUT046,1866.889884
NCB18,OUT017,1525.321168
FDM16,OUT049,1068.815398
FDW25,OUT018,1451.969982
FDB35,OUT010,189.506654
DRN11,OUT013,1974.809406
FDF41,OUT019,542.933268
FDH16,OUT045,1333.86372
NCQ50,OUT018,3268.039352
DRH23,OUT018,748.632178
DRJ37,OUT013,2205.489132
DRJ24,OUT027,5409.538446
FDY16,OUT035,2579.868472
FDQ27,OUT045,1864.466372
FDZ33,OUT045,2018.292804
FDF29,OUT045,2184.42322
FDA08,OUT049,2773.429848
FDG31,OUT046,1177.487274
FDE34,OUT019,562.720844
NCR30,OUT027,1942.997482
FDV33,OUT035,3959.619128
DRZ24,OUT018,1375.802462
NCL54,OUT035,3089.751428
FDR12,OUT049,2522.31672
NCC54,OUT046,4257.52468
DRN59,OUT013,870.43363
FDX50,OUT019,279.516156
FDV31,OUT027,4538.29254
NCA29,OUT027,4838.262072
FDW60,OUT049,2711.730162
FDX08,OUT017,3215.787368
DRD49,OUT013,3581.10517
FDD33,OUT046,3228.677256
FDW35,OUT013,578.41375
FDJ36,OUT017,1702.1177
FDV51,OUT035,3123.820414
FDW36,OUT046,1755.841102
FDH35,OUT046,1853.960048
NCS30,OUT027,2895.078166
FDN49,OUT017,602.295996
FDL08,OUT018,3218.423936
FDI09,OUT013,3822.198008
FDP19,OUT018,2714.972608
FDU21,OUT010,76.380576
NCP41,OUT045,1441.210654
FDY10,OUT013,1909.08163
FDP12,OUT018,500.721548
NCN26,OUT049,1947.857822
FDK44,OUT013,2929.959428
FDC28,OUT049,1551.067654
FDJ41,OUT027,5409.085702
NCT29,OUT035,1705.453358
NCH42,OUT019,507.978768
FDU60,OUT018,3026.22745
FDS02,OUT045,3654.70936
FDC51,OUT046,2486.66313
FDU03,OUT013,2957.776552
FDX39,OUT045,4180.351802
NCY05,OUT010,97.319986
NCL06,OUT027,6113.222466
FDD32,OUT035,1165.755878
NCN41,OUT045,2084.513272
NCX53,OUT049,2557.111428
FDU57,OUT019,283.224662
FDQ23,OUT046,1947.93106
FDQ52,OUT045,4794.49238
FDC14,OUT045,615.425572
FDY09,OUT035,3501.089326
FDQ28,OUT045,2576.006832
FDV25,OUT046,4583.273988
FDJ07,OUT035,1870.937948
DRB25,OUT049,1566.547504
FDK52,OUT019,689.90196
FDY52,OUT027,1517.644494
FDB28,OUT046,2952.077304
FDT36,OUT035,638.309118
FDV25,OUT017,3704.451278
NCN07,OUT027,3793.122522
FDC57,OUT017,3113.38067
FDQ03,OUT018,3292.221208
FDU23,OUT017,2967.73692
NCX41,OUT035,3568.661368
NCD06,OUT035,689.375978
FDW08,OUT045,1862.515578
NCU29,OUT017,2592.418802
NCE06,OUT013,2343.769134
FDV52,OUT010,252.83755
FDB02,OUT017,2533.781796
NCR18,OUT045,641.844516
FDK16,OUT049,1364.477204
NCQ29,OUT010,691.752884
FDZ01,OUT019,217.170644
FDW27,OUT035,2662.793862
FDD17,OUT018,3065.070222
FDW39,OUT013,2517.749332
DRH59,OUT045,947.20037
FDS52,OUT013,1194.085668
FDU40,OUT027,5954.38256
NCF54,OUT013,2624.65018
FDH46,OUT045,1537.618494
NCP14,OUT049,2048.546756
FDH50,OUT049,3676.194726
DRF15,OUT010,298.04537
FDV27,OUT027,2330.892562
NCJ06,OUT049,2116.824546
FDN02,OUT018,3540.145154
FDQ51,OUT049,809.925726
FDQ07,OUT017,4251.419294
FDS45,OUT049,2150.693792
NCJ06,OUT045,1966.899702
FDD36,OUT035,2008.392358
FDY25,OUT045,3653.371102
FDU52,OUT046,2218.891686
DRK47,OUT017,3874.070486
NCL30,OUT017,1725.633756
FDN22,OUT035,3643.377444
NCF30,OUT027,3557.422664
FDK03,OUT035,5455.09914
FDT45,OUT017,833.501704
NCC54,OUT027,5957.431924
FDP08,OUT018,3237.066336
FDU44,OUT046,3023.218034
DRG39,OUT035,871.838468
FDU32,OUT049,2176.86639
FDY27,OUT049,3217.758136
NCP54,OUT013,2135.094098
NCZ41,OUT049,2050.09807
DRL49,OUT013,1719.734768
FDI05,OUT018,1266.165176
FDY56,OUT045,5028.474474
DRC13,OUT013,2075.957742
NCV29,OUT017,3809.647678
FDR24,OUT049,1212.881202
FDZ34,OUT018,3937.8741
FDP37,OUT035,2186.547122
FDX08,OUT027,4961.60818
FDS57,OUT045,2111.977522
NCG18,OUT049,1812.820266
FDK25,OUT018,2998.237218
FDH53,OUT049,1401.622186
DRI59,OUT018,3145.13933
FDA52,OUT046,2265.757348
FDT20,OUT010,67.558726
FDE36,OUT019,430.486306
FDI24,OUT017,2896.29658
FDB28,OUT018,2598.311132
FDV11,OUT017,2508.394842
FDP01,OUT046,2172.698482
FDD34,OUT027,3877.2863
FDJ50,OUT027,1323.81014
FDZ44,OUT013,1703.262876
DRO59,OUT035,1160.868906
DRB48,OUT045,641.371798
FDR21,OUT018,2936.291186
NCE42,OUT010,646.764778
FDO23,OUT046,1550.055638
NCE30,OUT018,3263.55186
FDQ22,OUT035,569.019312
FDY01,OUT045,1683.60846
FDS08,OUT017,2254.19906
FDG28,OUT018,3023.670778
FDQ51,OUT018,682.931034
FDB05,OUT017,5014.233012
FDO56,OUT049,1864.812588
FDE02,OUT018,1163.25247
FDN45,OUT017,4166.935932
FDS09,OUT013,773.273436
NCA54,OUT018,2755.373352
FDP09,OUT010,487.272388
FDC53,OUT045,1263.615162
NCM55,OUT017,2846.814324
FDL09,OUT018,2637.826362
FDA11,OUT019,325.722676
FDA50,OUT045,1500.193876
FDC23,OUT017,3933.44653
FDE22,OUT049,2303.10207
FDD23,OUT046,3679.47712
NCA29,OUT049,3184.195158
FDK38,OUT046,1840.30449
DRC13,OUT046,2222.087526
NCP43,OUT049,2891.855694
FDX28,OUT049,1461.923692
FDF08,OUT049,1315.001606
FDZ33,OUT046,2025.523392
FDD10,OUT049,2215.442842
FDO58,OUT017,2232.580534
FDI50,OUT017,3498.173122
FDO58,OUT045,2701.443552
FDX08,OUT013,3143.27509
NCK17,OUT010,64.163146
FDF39,OUT035,4817.52906
FDU45,OUT010,322.460256
NCJ18,OUT018,1742.93124
DRC27,OUT019,578.693386
DRC25,OUT035,1456.916876
FDU59,OUT035,2511.63063
FDU28,OUT035,3100.244436
NCP30,OUT046,716.747016
FDB39,OUT018,910.508132
FDE41,OUT013,1548.004974
DRH11,OUT010,148.999382
FDA58,OUT045,3213.889838
FDU50,OUT046,1515.720332
FDM34,OUT013,2098.894552
FDM44,OUT027,2644.02496
FDR39,OUT045,2808.271162
FDM25,OUT045,2929.333576
FDQ49,OUT049,2084.233636
DRH25,OUT018,844.60059
FDM09,OUT027,3563.82766
FDL44,OUT019,436.105658
NCR42,OUT018,431.578218
DRL59,OUT046,812.049628
FDX43,OUT013,2242.474322
DRK47,OUT010,543.013164
FDU48,OUT018,1155.322792
FDY12,OUT045,818.514546
NCN43,OUT018,1778.65141
NCM55,OUT018,2749.52097
FDQ21,OUT027,3292.840402
FDX13,OUT035,4188.800804
NCK30,OUT027,5516.95196
FDG20,OUT049,2098.648206
DRG27,OUT017,762.14126
FDY14,OUT018,3655.64148
FDP59,OUT035,1534.489234
FDU60,OUT017,3128.301248
NCC18,OUT019,492.432338
DRJ39,OUT017,4256.572586
FDS07,OUT049,2025.749764
FDM08,OUT027,5596.987778
FDP51,OUT045,1949.96175
FDU16,OUT035,1425.158216
FDH12,OUT013,2015.97582
DRE48,OUT010,496.327268
NCL42,OUT027,7582.050504
FDR21,OUT045,2615.488772
NCW29,OUT035,2597.039454
FDO11,OUT013,5538.870096
NCM31,OUT049,2203.278676
FDV35,OUT019,353.945938
FDF58,OUT017,896.859232
NCE43,OUT049,2894.33247
FDA02,OUT035,2243.226676
DRL37,OUT010,118.519058
FDR24,OUT018,1270.752538
FDW59,OUT049,1388.206316
